Wall time,Step,Value
1644436903.7432714,176128,88.5664291381836
1644436907.5540824,178176,93.86260986328125
1644436911.8725357,180224,98.7539291381836
1644436915.4240396,182272,93.91239929199219
1644436919.3854477,184320,97.21707916259766
1644436922.9898095,186368,96.13788604736328
1644436927.1776135,188416,98.6236572265625
1644436931.5219958,190464,106.04325866699219
1644436935.1991649,192512,112.21686553955078
1644436938.715763,194560,108.74172973632812
1644436942.066802,196608,109.38435363769531
1644436945.486659,198656,105.69520568847656
1644436949.369277,200704,104.39431762695312
1644436953.453358,202752,101.04183197021484
1644436957.1953516,204800,104.5146484375
1644436960.8605504,206848,107.61983489990234
1644436964.1856616,208896,109.82752990722656
1644436968.2617612,210944,108.87104797363281
1644436971.4781613,212992,109.69496154785156
1644436975.0157042,215040,114.09959411621094
1644436978.415613,217088,114.0591049194336
1644436982.1027544,219136,116.47833251953125
1644436985.7559862,221184,118.6609115600586
1644436989.518926,223232,115.20367431640625
1644436993.2938304,225280,116.5005874633789
1644436996.708701,227328,117.56672668457031
1644436999.8642645,229376,112.36688995361328
1644437003.1245463,231424,116.2737045288086
1644437006.4376884,233472,115.49467468261719
1644437010.102887,235520,116.16131591796875
1644437014.3335762,237568,120.12712097167969
1644437017.9369411,239616,120.98680877685547
1644437021.4804657,241664,116.61566925048828
1644437025.0938041,243712,118.80411529541016
1644437028.5695124,245760,123.07124328613281
1644437031.77197,247808,129.121337890625
1644437035.1249967,249856,138.1116180419922
1644437038.6316075,251904,142.39321899414062
1644437041.7811873,253952,142.99514770507812
1644437044.9836252,256000,144.67083740234375
1644437048.3675764,258048,149.0413360595703
1644437051.8273244,260096,150.417236328125
1644437055.2302263,262144,156.193359375
1644437058.921357,264192,154.71942138671875
1644437062.1826367,266240,156.5268096923828
1644437065.4130003,268288,165.36741638183594
1644437069.0293314,270336,165.627197265625
1644437072.2507164,272384,171.94851684570312
1644437075.629682,274432,176.59136962890625
1644437078.7862422,276480,172.4445343017578
1644437082.0345569,278528,172.8548126220703
1644437085.3267543,280576,173.10702514648438
1644437088.6309192,282624,176.32859802246094
1644437092.2811606,284672,172.22972106933594
1644437095.8546057,286720,167.48231506347656
1644437099.1757262,288768,164.475830078125
1644437102.5108075,290816,166.62152099609375
1644437105.8746865,292864,171.69729614257812
1644437109.4112296,294912,177.49598693847656
1644437113.7107327,296960,181.8092041015625
1644437116.9041944,299008,175.47763061523438
1644437120.5085588,301056,176.68505859375
1644437124.9197626,303104,178.8623504638672
1644437128.4004562,305152,175.32798767089844
1644437132.0327458,307200,172.64015197753906
1644437135.453599,309248,162.33322143554688
1644437139.1985855,311296,160.2042999267578
1644437142.4548774,313344,160.15333557128906
1644437145.6074476,315392,157.99801635742188
1644437148.848781,317440,159.2195281982422
1644437152.2137842,319488,158.17794799804688
1644437155.4251993,321536,162.146240234375
1644437158.762274,323584,166.57142639160156
1644437162.226014,325632,169.64585876464844
1644437165.9690058,327680,166.33900451660156
1644437169.4347382,329728,161.7559814453125
1644437172.6441574,331776,150.30772399902344
1644437175.814681,333824,151.72410583496094
1644437179.0819435,335872,143.43939208984375
1644437183.8192778,337920,140.28111267089844
1644437187.2899992,339968,142.7432098388672
1644437190.8265417,342016,143.6475372314453
1644437194.2623563,344064,149.7977752685547
1644437197.5515606,346112,152.06871032714844
1644437201.0960836,348160,154.20230102539062
